restaurant_id,name,category,price_tier,neighborhood,opening_time,closing_time,average_rating,good_for_kids
591,The Waffle House,Mediterranean,cheap,Jackson Heights,6:18 AM,7:14 PM,3.4,true
592,The French Bistro,French,expensive,Harlem,10:59 AM,11:03 AM,4.8,false
593,The Italian Gelateria,Chinese,expensive,Bedford-Stuyvesant,7:47 AM,12:12 PM,4.1,true
594,The Pasta Place,Indian,expensive,Harlem,10:20 AM,11:43 AM,4.2,true
595,The Indonesian Satay House,Mexican,cheap,Hell's Kitchen,10:09 AM,6:13 PM,1.6,true
596,The Salad Bar,Turkish,medium,Williamsburg,6:35 AM,4:56 PM,2.1,false
597,The Seafood Shack,Vietnamese,cheap,Upper East Side,8:45 AM,1:18 PM,3.9,true
598,The Salad Bar,Thai,expensive,Hell's Kitchen,6:10 AM,10:09 AM,0.5,false
599,The Ethiopian Injera,Brazilian,expensive,Washington Heights,10:41 AM,1:00 PM,0.6,true
600,The Burger Joint,Japanese,expensive,Lower East Side,7:34 AM,11:21 AM,1.7,true
601,The American Diner,Korean,cheap,Bedford-Stuyvesant,9:56 AM,1:20 PM,1.7,true
602,The Spice Route,Mediterranean,medium,Park Slope,9:05 AM,2:40 PM,4.3,true
603,The Thai Orchid,Greek,medium,Jackson Heights,11:11 AM,5:58 PM,1.6,false
604,The Waffle House,Brazilian,expensive,Jackson Heights,7:01 AM,11:25 AM,4.0,true
605,The Thai Orchid,Korean,medium,Jackson Heights,8:42 AM,11:49 PM,1.3,true
606,The Turkish Kebab,Turkish,expensive,Jackson Heights,8:55 AM,4:30 PM,1.8,true
607,The Waffle House,Greek,medium,Washington Heights,10:09 AM,2:55 PM,1.3,true
608,The Vietnamese Pho,Brazilian,expensive,Williamsburg,10:33 AM,3:32 PM,5.0,true
609,The Malaysian Hawker Stall,Spanish,expensive,Hell's Kitchen,10:38 AM,7:50 PM,1.7,true
610,Cafe Delight,Mediterranean,expensive,Astoria,9:26 AM,6:05 PM,3.7,true
611,The Pancake Palace,Italian,expensive,Greenwich Village,6:20 AM,9:58 PM,1.6,false
612,Sushi House,Turkish,medium,Jackson Heights,9:48 AM,3:02 PM,4.8,false
613,The French Bistro,Korean,medium,Greenwich Village,7:00 AM,2:21 PM,0.2,false
614,The Mexican Cantina,Indian,cheap,Astoria,8:06 AM,3:35 PM,0.5,false
615,The Ethiopian Injera,Turkish,cheap,Williamsburg,10:08 AM,10:13 AM,4.9,true
616,Bella Italia,Turkish,expensive,Bushwick,10:12 AM,4:14 PM,0.9,true
617,The Turkish Kebab,Japanese,cheap,Greenwich Village,11:29 AM,10:16 PM,4.0,true
618,The Italian Gelateria,Mediterranean,expensive,Upper East Side,11:52 AM,11:54 AM,3.7,true
619,The Hungry Panda,Brazilian,expensive,Hell's Kitchen,6:25 AM,6:11 PM,1.9,false
620,The Malaysian Hawker Stall,French,expensive,Bushwick,11:46 AM,6:37 PM,1.6,false
621,The American Diner,Thai,expensive,Upper East Side,6:28 AM,3:23 PM,0.0,true
622,The Burger Joint,Korean,expensive,Williamsburg,11:35 AM,6:13 PM,1.6,false
623,The Malaysian Hawker Stall,French,expensive,Astoria,8:53 AM,3:51 PM,0.9,false
624,The Soup Kitchen,Turkish,expensive,Jackson Heights,6:36 AM,1:56 PM,0.9,false
625,The Peruvian Ceviche,Italian,expensive,Murray Hill,9:15 AM,10:09 PM,1.2,true
626,The Spanish Tapas Bar,Mediterranean,expensive,Chelsea,6:14 AM,12:43 PM,0.3,true
627,The Indian Curry House,Greek,expensive,Greenwich Village,8:34 AM,3:50 PM,0.4,false
628,Taco Fiesta,Indian,expensive,Park Slope,6:36 AM,6:36 PM,1.6,true
629,The Burger Joint,Greek,medium,Jackson Heights,11:16 AM,10:06 AM,0.7,false
630,The Veggie Patch,Chinese,expensive,Chelsea,7:25 AM,10:28 PM,2.4,false
631,The Sweet Tooth,Brazilian,cheap,Harlem,10:12 AM,3:47 PM,1.2,false
632,The Korean BBQ,Brazilian,cheap,Williamsburg,10:28 AM,5:01 PM,3.2,true
633,The Canadian Maple,American,medium,Bushwick,11:37 AM,11:51 AM,2.9,true
634,The Hungry Panda,Italian,expensive,Bedford-Stuyvesant,9:02 AM,2:15 PM,4.7,false
635,The Irish Pub,Thai,expensive,Astoria,9:46 AM,12:47 PM,4.8,true
636,The Belgian Waffle Cart,Korean,medium,Chelsea,10:33 AM,4:55 PM,4.9,true
637,The Pasta Place,Brazilian,medium,Jackson Heights,7:09 AM,11:26 PM,1.1,false
638,The Sweet Tooth,Vietnamese,expensive,Lower East Side,9:18 AM,4:41 PM,1.9,false
639,The Seafood Shack,Greek,cheap,Bushwick,7:54 AM,12:28 PM,4.5,true
640,Bella Italia,Indian,cheap,Bushwick,11:43 AM,6:26 PM,2.0,true
641,The Malaysian Hawker Stall,Korean,cheap,Astoria,10:28 AM,5:45 PM,4.1,true
642,The Salad Bar,Greek,expensive,Jackson Heights,10:15 AM,2:16 PM,0.3,false
643,The Italian Gelateria,Vietnamese,cheap,Jackson Heights,10:25 AM,6:31 PM,2.2,false
644,The Korean BBQ,Brazilian,expensive,Astoria,7:37 AM,2:55 PM,0.5,false
645,The Japanese Teppanyaki,Turkish,medium,Astoria,11:53 AM,4:33 PM,2.7,false
646,The Veggie Patch,Italian,cheap,Park Slope,7:46 AM,8:29 PM,4.1,true
647,The Steakhouse,Spanish,expensive,Long Island City,6:35 AM,6:59 PM,2.9,false
648,The British Fish and Chips,Japanese,medium,Astoria,11:56 AM,4:51 PM,3.1,true
649,The Vietnamese Pho,Spanish,expensive,Bushwick,10:10 AM,5:39 PM,3.5,true
650,The Peruvian Ceviche,Spanish,expensive,Bushwick,10:47 AM,12:10 PM,0.3,true
651,The Noodle Bar,Mexican,cheap,Upper East Side,8:34 AM,8:20 PM,1.1,true
652,The Mediterranean Grill,Mexican,expensive,Murray Hill,7:48 AM,7:28 PM,3.7,false
653,The Malaysian Hawker Stall,Indian,expensive,Harlem,7:55 AM,9:12 PM,1.8,true
654,The Spice Route,French,expensive,Williamsburg,9:50 AM,11:49 PM,4.4,false
655,Sushi House,Vietnamese,cheap,Jackson Heights,10:40 AM,6:14 PM,0.5,false
656,The Indonesian Satay House,Spanish,cheap,Astoria,9:43 AM,4:40 PM,3.4,true
657,The Salad Bar,American,expensive,Greenwich Village,6:26 AM,8:12 PM,3.2,false
658,The Irish Pub,Korean,expensive,Williamsburg,10:32 AM,8:58 PM,1.4,false
659,The Egyptian Falafel,Italian,expensive,Harlem,7:08 AM,6:40 PM,1.3,false
660,The BBQ Pit,Turkish,cheap,Astoria,10:45 AM,9:45 PM,5.0,true
661,The Veggie Patch,Indian,medium,Williamsburg,8:49 AM,12:02 PM,3.8,false
662,The German Beer Hall,Spanish,medium,Greenwich Village,11:28 AM,11:52 PM,2.2,false
663,The Egyptian Falafel,Brazilian,expensive,Astoria,12:00 PM,3:53 PM,2.6,true
664,The Thai Orchid,Thai,cheap,Williamsburg,9:57 AM,11:26 PM,4.5,false
665,The Noodle Bar,American,medium,Hell's Kitchen,9:25 AM,10:39 PM,3.3,true
666,The Indian Curry House,Brazilian,medium,Hell's Kitchen,10:12 AM,6:28 PM,4.5,true
667,The Mediterranean Grill,Thai,cheap,Upper East Side,7:46 AM,11:53 PM,0.0,true
668,The British Fish and Chips,French,medium,Williamsburg,8:57 AM,11:33 AM,0.4,true
669,The German Beer Hall,Mediterranean,expensive,Lower East Side,9:16 AM,5:48 PM,2.6,false
670,The Seafood Shack,Mediterranean,medium,Long Island City,8:42 AM,11:00 PM,4.1,true
671,The Egyptian Falafel,Italian,cheap,Bushwick,10:19 AM,7:12 PM,2.5,true
672,The Veggie Patch,Japanese,expensive,Lower East Side,9:10 AM,9:50 PM,3.0,true
673,The Spanish Tapas Bar,Chinese,expensive,Long Island City,9:20 AM,3:31 PM,3.6,false
674,The Indian Curry House,Spanish,medium,Murray Hill,10:35 AM,3:56 PM,2.7,true
675,The Sweet Tooth,Indian,expensive,Bedford-Stuyvesant,11:48 AM,9:20 PM,4.8,true
676,The Waffle House,Thai,cheap,Hell's Kitchen,8:06 AM,11:50 AM,4.0,true
677,The Greek Taverna,Thai,expensive,Chelsea,10:11 AM,11:35 AM,4.1,false
678,The Moroccan Tagine,Mexican,cheap,Williamsburg,9:20 AM,10:34 PM,0.0,true
679,The Veggie Patch,French,cheap,Chelsea,10:40 AM,1:55 PM,0.7,true
680,The Peruvian Ceviche,Italian,cheap,Greenwich Village,11:54 AM,3:42 PM,1.7,false
681,The Australian Outback,Korean,medium,Washington Heights,10:40 AM,11:05 AM,1.5,true
682,The Mexican Cantina,Japanese,cheap,Bushwick,9:06 AM,9:12 PM,2.2,false
683,The Indian Curry House,Chinese,expensive,Lower East Side,8:07 AM,10:46 PM,4.2,true
684,The Australian Outback,Brazilian,medium,Murray Hill,9:54 AM,11:23 PM,2.8,false
685,The Steakhouse,Turkish,medium,Bushwick,11:43 AM,3:56 PM,0.6,true
686,The Ethiopian Injera,French,medium,Lower East Side,10:04 AM,12:33 PM,0.9,true
687,The Hungry Panda,Thai,medium,Jackson Heights,10:53 AM,11:29 PM,2.7,true
688,The Coffee Bean,Chinese,expensive,Bedford-Stuyvesant,8:15 AM,11:14 AM,1.2,false
689,Taco Fiesta,French,cheap,Lower East Side,10:11 AM,1:57 PM,4.6,false
690,The Coffee Bean,Vietnamese,expensive,Astoria,11:10 AM,12:36 PM,2.5,false
691,The American Diner,Chinese,medium,Upper East Side,9:54 AM,2:27 PM,1.4,true
692,The Peruvian Ceviche,Mexican,cheap,Williamsburg,9:54 AM,4:44 PM,2.9,true
693,The Irish Pub,Mediterranean,medium,Chelsea,8:12 AM,10:31 PM,0.4,true
694,The Salad Bar,Mediterranean,cheap,Long Island City,6:09 AM,5:30 PM,0.8,false
695,The British Fish and Chips,American,expensive,Park Slope,7:41 AM,1:30 PM,2.9,true
696,The Ethiopian Injera,Japanese,cheap,Long Island City,6:36 AM,10:45 AM,2.4,false
697,The Greek Taverna,Japanese,cheap,Williamsburg,11:27 AM,3:51 PM,4.8,false
698,The Waffle House,Spanish,expensive,Greenwich Village,8:20 AM,6:45 PM,3.8,true
699,The Dutch Pancake House,Mexican,cheap,Upper East Side,10:04 AM,5:56 PM,3.4,false
700,The Australian Outback,Korean,medium,Williamsburg,6:43 AM,11:37 AM,0.6,true
701,The Korean BBQ,Chinese,cheap,Harlem,9:59 AM,7:26 PM,3.9,true
702,Pizza Paradise,Brazilian,cheap,Lower East Side,10:56 AM,7:08 PM,4.6,true
703,The Italian Gelateria,Thai,cheap,Chelsea,10:02 AM,10:20 PM,0.7,false
704,The Egyptian Falafel,Mediterranean,expensive,Bedford-Stuyvesant,10:49 AM,10:06 AM,1.3,false
705,The Steakhouse,Vietnamese,medium,Greenwich Village,7:24 AM,6:12 PM,2.5,false
706,The Hungry Panda,Korean,medium,Williamsburg,10:38 AM,3:09 PM,3.1,false
707,The BBQ Pit,Vietnamese,medium,Jackson Heights,6:25 AM,8:42 PM,0.3,true
708,The Mexican Cantina,Mediterranean,expensive,Harlem,9:37 AM,7:18 PM,1.4,false
709,The Brazilian Churrascaria,Thai,expensive,Upper East Side,7:08 AM,2:45 PM,2.6,true
710,The Salad Bar,Japanese,medium,Chelsea,11:33 AM,9:32 PM,1.2,true
711,The Malaysian Hawker Stall,Chinese,cheap,Jackson Heights,8:04 AM,6:50 PM,1.7,true
712,The Spanish Tapas Bar,Turkish,expensive,Astoria,9:06 AM,4:43 PM,1.1,true
713,The Swiss Chocolate Factory,Spanish,medium,Park Slope,10:56 AM,4:31 PM,2.6,false
714,The Pancake Palace,Brazilian,medium,Long Island City,6:45 AM,2:59 PM,1.6,false
715,The Ethiopian Injera,Japanese,cheap,Bedford-Stuyvesant,9:24 AM,2:22 PM,0.8,true
716,The Sandwich Shop,Indian,expensive,Jackson Heights,10:25 AM,5:18 PM,4.2,true
717,The Turkish Kebab,Chinese,medium,Long Island City,8:58 AM,4:51 PM,2.3,false
718,The Brazilian Churrascaria,Chinese,cheap,Park Slope,7:17 AM,7:13 PM,0.7,false
719,The Noodle Bar,Brazilian,expensive,Washington Heights,8:45 AM,5:28 PM,3.9,false
720,The Australian Outback,Greek,cheap,Williamsburg,6:08 AM,9:46 PM,1.6,false
721,The Brazilian Churrascaria,Mediterranean,cheap,Jackson Heights,9:13 AM,6:22 PM,4.6,true
722,The Ethiopian Injera,Thai,cheap,Bedford-Stuyvesant,10:11 AM,6:30 PM,1.8,false
723,The German Beer Hall,Italian,expensive,Murray Hill,8:50 AM,7:28 PM,1.0,true
724,The Pancake Palace,Korean,cheap,Long Island City,9:24 AM,9:39 PM,2.0,false
725,The Greek Taverna,Vietnamese,cheap,Astoria,6:29 AM,7:47 PM,3.5,false
726,Pizza Paradise,Spanish,cheap,Lower East Side,7:23 AM,7:01 PM,4.5,false
727,The Dutch Pancake House,Chinese,expensive,Park Slope,9:20 AM,5:57 PM,4.0,false
728,The Indonesian Satay House,Indian,expensive,Jackson Heights,11:19 AM,11:14 AM,2.0,false
729,The Moroccan Tagine,Turkish,cheap,Harlem,11:50 AM,9:34 PM,2.6,true
730,The Hungry Panda,Chinese,medium,Hell's Kitchen,7:05 AM,8:01 PM,0.2,true
731,The Malaysian Hawker Stall,American,medium,Bushwick,10:07 AM,2:24 PM,1.1,false
732,The Belgian Waffle Cart,Mediterranean,medium,Park Slope,9:42 AM,4:57 PM,1.6,true
733,The Pasta Place,Mexican,medium,Upper East Side,8:20 AM,8:05 PM,2.2,false
734,The Pancake Palace,American,cheap,Park Slope,8:21 AM,5:12 PM,2.2,false
735,The Spanish Tapas Bar,Korean,cheap,Astoria,10:08 AM,3:14 PM,0.4,false
736,Pizza Paradise,Japanese,medium,Williamsburg,11:22 AM,7:30 PM,2.1,true
737,The Waffle House,Mediterranean,medium,Greenwich Village,6:15 AM,11:49 AM,0.1,true
738,The Japanese Teppanyaki,Spanish,medium,Williamsburg,6:21 AM,5:19 PM,0.2,false
739,The Salad Bar,Chinese,medium,Long Island City,11:42 AM,5:12 PM,4.2,true
740,The Malaysian Hawker Stall,Japanese,cheap,Murray Hill,8:17 AM,4:08 PM,1.2,true
741,The Pancake Palace,Spanish,cheap,Chelsea,6:24 AM,2:48 PM,1.6,false
742,Taco Fiesta,Japanese,medium,Harlem,10:18 AM,10:54 PM,4.8,true
743,The BBQ Pit,Mediterranean,medium,Hell's Kitchen,9:54 AM,4:29 PM,2.3,false
744,The Hungry Panda,Italian,cheap,Park Slope,8:46 AM,10:27 PM,4.3,false
745,The Sandwich Shop,American,medium,Bushwick,6:22 AM,11:12 PM,4.0,true
746,The Sweet Tooth,Mexican,medium,Chelsea,8:50 AM,2:53 PM,1.1,true
747,The BBQ Pit,French,expensive,Williamsburg,6:40 AM,3:18 PM,4.2,true
748,The Hungry Panda,Mexican,expensive,Park Slope,8:43 AM,10:18 AM,3.1,false
749,Sushi House,Turkish,expensive,Bedford-Stuyvesant,9:42 AM,11:53 PM,3.8,true
750,The Canadian Maple,Chinese,cheap,Park Slope,7:55 AM,9:26 PM,2.7,false
751,The Dutch Pancake House,Brazilian,medium,Upper East Side,11:01 AM,2:27 PM,2.1,false
752,The Pancake Palace,Greek,medium,Lower East Side,9:23 AM,9:07 PM,3.9,true
753,The Noodle Bar,Brazilian,cheap,Astoria,11:21 AM,8:53 PM,2.8,false
754,The Greek Taverna,Brazilian,cheap,Lower East Side,6:01 AM,1:21 PM,3.7,false
755,The Mediterranean Grill,French,medium,Long Island City,6:26 AM,11:02 AM,0.6,true
756,The Belgian Waffle Cart,Brazilian,cheap,Washington Heights,6:15 AM,3:45 PM,3.2,false
757,The Canadian Maple,Turkish,medium,Chelsea,11:34 AM,1:51 PM,3.2,true
758,The Ethiopian Injera,Italian,cheap,Astoria,10:41 AM,10:17 AM,3.2,false
759,The Salad Bar,Italian,medium,Astoria,9:59 AM,4:41 PM,1.2,false
760,Sushi House,Mexican,cheap,Hell's Kitchen,7:06 AM,6:31 PM,3.0,false
761,The Burger Joint,Japanese,cheap,Bedford-Stuyvesant,8:08 AM,3:08 PM,2.5,false
762,The Peruvian Ceviche,Brazilian,cheap,Bushwick,10:44 AM,10:13 AM,3.7,false
763,Taco Fiesta,Mediterranean,medium,Washington Heights,6:03 AM,11:21 AM,1.8,false
764,The Thai Orchid,Mexican,cheap,Hell's Kitchen,6:04 AM,12:32 PM,1.9,true
765,The Pancake Palace,Vietnamese,expensive,Bedford-Stuyvesant,11:11 AM,7:26 PM,4.4,true
766,Sushi House,Mediterranean,expensive,Jackson Heights,9:39 AM,7:03 PM,4.3,false
767,The Japanese Teppanyaki,Chinese,medium,Astoria,7:29 AM,2:44 PM,0.5,true
768,The German Beer Hall,Vietnamese,medium,Chelsea,10:24 AM,1:06 PM,4.3,false
769,The Pasta Place,Spanish,medium,Upper East Side,9:23 AM,11:04 PM,1.1,false
770,The Hungry Panda,Indian,cheap,Upper East Side,9:54 AM,2:15 PM,4.1,true
771,The Indian Curry House,Italian,expensive,Williamsburg,11:42 AM,12:30 PM,1.9,true
772,The Coffee Bean,Chinese,cheap,Williamsburg,9:49 AM,4:46 PM,0.2,true
773,The Belgian Waffle Cart,American,cheap,Murray Hill,6:41 AM,11:40 PM,1.9,false
774,The Thai Orchid,French,expensive,Hell's Kitchen,9:31 AM,2:14 PM,0.4,true
775,The Indonesian Satay House,American,medium,Park Slope,8:15 AM,11:50 PM,0.2,false
776,The BBQ Pit,French,expensive,Harlem,9:13 AM,7:29 PM,3.5,true
777,The Peruvian Ceviche,Mediterranean,medium,Harlem,11:05 AM,11:58 AM,3.2,false
778,The American Diner,Vietnamese,expensive,Hell's Kitchen,11:42 AM,7:25 PM,1.4,true
779,The Malaysian Hawker Stall,Brazilian,medium,Upper East Side,8:13 AM,4:03 PM,3.1,false
780,The Hungry Panda,American,cheap,Murray Hill,9:03 AM,9:30 PM,1.2,false
781,The Japanese Teppanyaki,Turkish,expensive,Williamsburg,9:45 AM,10:50 PM,5.0,false
782,The Moroccan Tagine,Italian,expensive,Williamsburg,9:41 AM,9:18 PM,0.5,true
783,The Malaysian Hawker Stall,Mexican,cheap,Park Slope,9:12 AM,6:13 PM,1.0,false
784,The German Beer Hall,American,medium,Harlem,6:05 AM,12:54 PM,1.4,true
785,The American Diner,Turkish,cheap,Bushwick,11:49 AM,11:17 PM,0.9,true
786,The Swiss Chocolate Factory,Indian,cheap,Astoria,6:38 AM,9:11 PM,0.1,true
787,The Indonesian Satay House,Thai,medium,Upper East Side,8:29 AM,12:47 PM,1.2,true
788,The Pancake Palace,Mediterranean,medium,Harlem,7:47 AM,11:31 PM,0.6,true
789,The Indonesian Satay House,American,cheap,Lower East Side,7:40 AM,5:24 PM,0.1,false
790,The Pancake Palace,Italian,cheap,Greenwich Village,9:35 AM,6:33 PM,0.6,false
791,The Indian Curry House,Chinese,cheap,Upper East Side,10:27 AM,11:54 PM,5.0,true
792,The Brazilian Churrascaria,Korean,expensive,Greenwich Village,6:33 AM,10:31 PM,4.5,false
793,The Burger Joint,Korean,medium,Long Island City,9:07 AM,5:47 PM,1.0,true
794,The Pancake Palace,Mediterranean,medium,Lower East Side,7:51 AM,4:15 PM,4.6,false
795,Cafe Delight,Japanese,medium,Long Island City,10:36 AM,9:43 PM,2.1,true
796,The Spanish Tapas Bar,Korean,expensive,Harlem,7:18 AM,5:28 PM,3.8,false
797,The French Bistro,Mexican,expensive,Astoria,11:32 AM,7:34 PM,2.1,false
798,Bella Italia,Japanese,medium,Hell's Kitchen,10:50 AM,9:26 PM,4.0,false
799,The Spice Route,Indian,cheap,Astoria,11:19 AM,12:31 PM,4.5,false
800,The Japanese Teppanyaki,Vietnamese,expensive,Chelsea,7:49 AM,11:50 AM,1.7,false
801,The Dutch Pancake House,Italian,medium,Bedford-Stuyvesant,10:15 AM,9:57 PM,3.8,false
802,The Canadian Maple,Korean,medium,Harlem,8:42 AM,1:46 PM,3.1,false
803,The Sweet Tooth,Brazilian,cheap,Murray Hill,10:10 AM,6:35 PM,3.3,false
804,The Sandwich Shop,Japanese,medium,Jackson Heights,8:33 AM,7:05 PM,2.5,false
805,The Mediterranean Grill,Japanese,cheap,Astoria,9:53 AM,10:56 AM,2.2,true
806,The Korean BBQ,Korean,expensive,Park Slope,8:42 AM,2:42 PM,3.8,false
807,The Dutch Pancake House,Vietnamese,expensive,Bedford-Stuyvesant,11:04 AM,8:28 PM,4.6,true
808,The Ethiopian Injera,American,expensive,Bedford-Stuyvesant,11:22 AM,11:37 PM,0.4,true
809,The American Diner,Brazilian,expensive,Harlem,9:31 AM,2:29 PM,2.4,true
810,The Japanese Teppanyaki,Vietnamese,expensive,Bushwick,6:55 AM,3:59 PM,1.4,false
811,The Swiss Chocolate Factory,Turkish,cheap,Lower East Side,11:42 AM,11:35 AM,0.4,true
812,The Italian Gelateria,French,medium,Greenwich Village,7:19 AM,9:06 PM,4.2,false
813,The Swiss Chocolate Factory,Vietnamese,cheap,Greenwich Village,10:37 AM,9:47 PM,3.9,true
814,The Pancake Palace,Japanese,expensive,Bedford-Stuyvesant,7:27 AM,9:38 PM,3.4,true
815,The Canadian Maple,Spanish,cheap,Washington Heights,6:59 AM,7:58 PM,1.2,true
816,The Soup Kitchen,Korean,cheap,Park Slope,11:50 AM,8:37 PM,0.1,true
817,The Spanish Tapas Bar,Italian,cheap,Bedford-Stuyvesant,7:47 AM,10:29 PM,3.0,false
818,The Irish Pub,Italian,expensive,Astoria,6:49 AM,7:52 PM,3.3,true
819,The Steakhouse,Korean,medium,Astoria,6:15 AM,11:02 AM,1.6,true
820,The Coffee Bean,Chinese,cheap,Hell's Kitchen,9:46 AM,7:51 PM,1.0,false
821,Bella Italia,American,medium,Chelsea,7:47 AM,7:12 PM,1.9,false
822,The Pancake Palace,Greek,expensive,Williamsburg,9:22 AM,2:47 PM,3.6,true
823,Sushi House,Japanese,expensive,Greenwich Village,7:24 AM,11:53 AM,4.7,true
824,The British Fish and Chips,Greek,cheap,Bedford-Stuyvesant,6:05 AM,2:37 PM,3.3,false
825,The Moroccan Tagine,Vietnamese,expensive,Upper East Side,11:16 AM,11:02 AM,2.2,false
826,The Peruvian Ceviche,American,medium,Astoria,9:09 AM,9:59 PM,0.1,true
827,The Burger Joint,Thai,medium,Murray Hill,10:37 AM,9:56 PM,3.0,true
828,The Belgian Waffle Cart,Korean,medium,Bushwick,11:20 AM,3:46 PM,3.8,true
829,The Thai Orchid,Turkish,expensive,Chelsea,10:12 AM,12:12 PM,1.0,false
830,The Veggie Patch,Korean,expensive,Jackson Heights,6:15 AM,6:06 PM,1.5,false
831,The Waffle House,Mediterranean,cheap,Jackson Heights,7:57 AM,12:37 PM,2.3,false
832,Taco Fiesta,Mediterranean,expensive,Upper East Side,10:49 AM,3:58 PM,0.9,false
833,Taco Fiesta,Mediterranean,cheap,Jackson Heights,11:02 AM,12:29 PM,1.2,true
834,The Sandwich Shop,American,cheap,Jackson Heights,6:20 AM,6:23 PM,3.8,false
835,The Canadian Maple,Turkish,medium,Astoria,7:40 AM,10:19 PM,3.2,false
836,The Italian Gelateria,Thai,medium,Washington Heights,7:46 AM,3:10 PM,3.9,true
837,The Indonesian Satay House,French,expensive,Bedford-Stuyvesant,7:21 AM,1:36 PM,0.9,true
838,The Sweet Tooth,American,cheap,Greenwich Village,9:36 AM,2:14 PM,2.4,true
839,Sushi House,Italian,cheap,Astoria,7:12 AM,8:24 PM,2.7,false
840,The Hungry Panda,French,medium,Long Island City,9:08 AM,11:55 AM,2.5,true
841,The Brazilian Churrascaria,Japanese,expensive,Astoria,10:30 AM,7:51 PM,3.0,true
842,The Ethiopian Injera,Italian,medium,Park Slope,9:14 AM,10:03 AM,2.3,true
843,Bella Italia,Mexican,cheap,Washington Heights,10:55 AM,2:09 PM,0.4,false
844,The American Diner,Brazilian,medium,Williamsburg,11:01 AM,6:56 PM,2.4,true
845,The Mediterranean Grill,Spanish,medium,Park Slope,7:53 AM,9:53 PM,4.3,true
846,The Mexican Cantina,Thai,expensive,Astoria,6:23 AM,11:38 PM,1.1,false
847,The Spice Route,Japanese,cheap,Bushwick,9:19 AM,3:32 PM,3.4,true
848,The Sandwich Shop,Korean,cheap,Washington Heights,6:38 AM,4:29 PM,0.9,true
849,Sushi House,Greek,expensive,Williamsburg,7:15 AM,11:25 PM,0.7,false
850,Sushi House,Greek,cheap,Astoria,7:51 AM,12:00 PM,4.7,true
851,The Turkish Kebab,American,expensive,Harlem,7:00 AM,12:12 PM,1.3,true
852,The Soup Kitchen,Mediterranean,medium,Astoria,11:14 AM,5:54 PM,2.0,true
853,The Dutch Pancake House,Japanese,medium,Lower East Side,10:17 AM,9:26 PM,3.9,false
854,The Vietnamese Pho,Vietnamese,medium,Long Island City,7:40 AM,12:32 PM,3.8,true
855,The Vietnamese Pho,Korean,medium,Washington Heights,7:25 AM,10:31 PM,4.8,true
856,The Greek Taverna,Indian,cheap,Greenwich Village,8:13 AM,2:19 PM,2.0,true
857,The Mexican Cantina,Brazilian,expensive,Harlem,8:14 AM,5:41 PM,4.1,false
858,The German Beer Hall,Mexican,cheap,Harlem,6:40 AM,7:58 PM,3.8,false
859,The Veggie Patch,Greek,expensive,Hell's Kitchen,8:07 AM,4:45 PM,4.6,true
860,The Canadian Maple,Japanese,medium,Harlem,9:06 AM,4:04 PM,0.1,true
861,The Ethiopian Injera,Japanese,cheap,Greenwich Village,10:02 AM,10:28 PM,1.2,false
862,The Thai Orchid,Thai,cheap,Jackson Heights,9:32 AM,10:48 PM,4.4,true
863,The Sandwich Shop,Italian,cheap,Lower East Side,9:11 AM,6:48 PM,0.7,true
864,The Dutch Pancake House,Indian,cheap,Lower East Side,10:07 AM,1:27 PM,0.3,false
865,The Malaysian Hawker Stall,Greek,medium,Astoria,8:02 AM,7:59 PM,0.3,true
866,The Belgian Waffle Cart,Chinese,expensive,Bushwick,7:57 AM,2:13 PM,2.9,true
867,The Peruvian Ceviche,Greek,expensive,Williamsburg,9:08 AM,6:10 PM,2.7,false
868,The Italian Gelateria,Chinese,expensive,Chelsea,10:12 AM,2:14 PM,3.6,true
869,The Sweet Tooth,Indian,expensive,Bushwick,6:48 AM,11:37 AM,3.5,true
870,The Australian Outback,Vietnamese,cheap,Bedford-Stuyvesant,9:16 AM,11:21 PM,2.3,true
871,The Thai Orchid,French,medium,Harlem,11:51 AM,1:07 PM,2.4,false
872,The Hungry Panda,Mexican,expensive,Greenwich Village,6:16 AM,12:20 PM,2.5,true
873,The Swiss Chocolate Factory,Vietnamese,cheap,Washington Heights,9:45 AM,11:34 PM,1.7,false
874,The Waffle House,Mediterranean,expensive,Jackson Heights,8:44 AM,7:33 PM,4.8,true
875,The Indian Curry House,Italian,medium,Murray Hill,7:20 AM,11:00 PM,2.2,true
876,The Moroccan Tagine,Brazilian,cheap,Astoria,11:46 AM,2:35 PM,3.0,true
877,The Swiss Chocolate Factory,Mediterranean,expensive,Washington Heights,11:30 AM,12:37 PM,3.7,false
878,The Noodle Bar,Indian,cheap,Bushwick,8:56 AM,2:15 PM,1.5,true
879,The Moroccan Tagine,Japanese,expensive,Chelsea,8:05 AM,2:50 PM,0.7,false
880,Cafe Delight,Brazilian,cheap,Williamsburg,7:25 AM,3:21 PM,2.5,true
881,Cafe Delight,Italian,expensive,Upper East Side,11:50 AM,2:56 PM,2.6,false
882,The Indian Curry House,Mediterranean,cheap,Upper East Side,7:20 AM,4:30 PM,4.2,true
883,The Thai Orchid,Chinese,cheap,Lower East Side,10:30 AM,3:06 PM,1.6,false
884,Bella Italia,Japanese,cheap,Jackson Heights,10:02 AM,1:04 PM,2.7,false
885,The Brazilian Churrascaria,Spanish,cheap,Long Island City,9:11 AM,4:08 PM,0.7,false
